Material Name,Category,Yr,Revenue,Qty,Invoices
DIPOF CAP. 6/25MG CP 2X10'S,Pharma,2025.0,8575661.48,28907.0,485
DIU TANSIN TAB 50/12.5MG INST RIC 1X10'S,Pharma,2025.0,0.0,0.0,5
DIU TANSIN TAB. 50/12.5MG CP 1X10'S,Pharma,2024.0,16576559.73,105747.0,1078
DIU TANSIN TAB. 50/12.5MG CP 1X10'S,Pharma,2025.0,20273947.18,114469.0,1212
DIU TANSIN TAB. 50/12.5MG CP INST.1200'S,Pharma,2024.0,0.0,454.0,2
DIU TANSIN TAB. 50/12.5MG CP INST.1200'S,Pharma,2025.0,0.0,254.16,3
DIU TANSIN TAB. 50/12.5MG CP MSDS 120X10,Pharma,2024.0,0.0,237.469,10
DIU TANSIN TAB. 50/12.5MG CP MSDS 120X10,Pharma,2025.0,0.0,208.34,3
DIU TANSIN TAB.50/12.5MGCPRICINST120X10S,Pharma,2024.0,0.0,666.667,2
DUZALTA CAP. 20MG (SLK) 14'S,Export,2024.0,0.0,0.0,2
DUZALTA CAP. 20MG (SLK) 14'S,Export,2025.0,1644.9499999999998,985.0,3
DUZALTA CAP. 20MG CP 2X7'S,Pharma,2024.0,48771274.91,129835.0,1084
DUZALTA CAP. 20MG CP 2X7'S,Pharma,2025.0,60865456.79,131302.0,1305
DUZALTA CAP. 30MG (SLK) 14'S,Export,2024.0,0.0,0.0,2
DUZALTA CAP. 30MG (SLK) 14'S,Export,2025.0,2151.6600000000003,987.0,3
DUZALTA CAP. 30MG CP 2X7'S,Pharma,2024.0,77956355.83,185870.0,1350
DUZALTA CAP. 30MG CP 2X7'S,Pharma,2025.0,94924661.33,191634.0,1479
DUZALTA CAP. 30MG CP SPC (SLK) 2X7'S,Export,2025.0,0.0,0.0,1
DUZALTA CAP. 60MG (SLK) 10'S,Export,2024.0,0.0,0.0,1
DUZALTA CAP. 60MG (SLK) 10'S,Export,2025.0,3357.88,3211.0,7
DUZALTA CAP. 60MG CP 1X10'S,Pharma,2024.0,21269449.98,48503.0,651
DUZALTA CAP. 60MG CP 1X10'S,Pharma,2025.0,21815435.380000003,45446.0,666
DUZALTA CAP. 60MG PS (SLK) 4'S,Export,2025.0,0.0,127.0,1
EGLARO TAB. 15MG CP 2X7'S,Pharma,2024.0,2155155.16,5798.0,143
EGLARO TAB. 15MG CP 2X7'S,Pharma,2025.0,1710918.5499999998,4265.0,129
EGLARO TAB. 5MG CP 2X7'S,Pharma,2024.0,1306559.2799999998,4488.0,110
EGLARO TAB. 5MG CP 2X7'S,Pharma,2025.0,1042188.8499999999,3260.0,87
EGLARO-S TAB. 15/100MG CP 2X7'S,Pharma,2024.0,46950468.52,110409.0,1000
EGLARO-S TAB. 15/100MG CP 2X7'S,Pharma,2025.0,81702125.45,143385.0,1012
EGLARO-S TAB. 5/100MG CP 2X7'S,Pharma,2024.0,16840950.03,39502.0,559
EGLARO-S TAB. 5/100MG CP 2X7'S,Pharma,2025.0,25009551.31,49936.0,674
EMGLIN TAB. 10MG CP (MLI) 2X7'S,Export,2025.0,0.0,0.0,1
EMGLIN TAB. 10MG CP (SLK) 2X7'S,Export,2024.0,1511.84,859.0,9
EMGLIN TAB. 10MG CP (SLK) 2X7'S,Export,2025.0,0.0,0.0,9
EMGLIN TAB. 10MG CP (SWL) 4X7'S,Export,2024.0,0.0,0.0,1
EMGLIN TAB. 10MG CP (TJS) 14'S,Export,2025.0,235.44,981.0,1
EMGLIN TAB. 10MG CP (TJS) 4X7'S,Export,2025.0,0.0,147.0,2
EMGLIN TAB. 10MG PS (SLK) 4'S,Export,2024.0,0.0,0.0,1
EMGLIN TAB. 10MG PS (SLK) 4'S,Export,2025.0,0.0,0.0,4
EMGLIN TAB. 25MG CP (GTM) 1X2'S,Export,2024.0,0.0,0.0,4
EMGLIN TAB. 25MG CP (GTM) 1X2'S,Export,2025.0,0.0,0.0,8
EMGLIN TAB. 25MG CP (GTM) 28'S,Export,2024.0,0.0,0.0,3
EMGLIN TAB. 25MG CP (GTM) 28'S,Export,2025.0,0.0,0.0,4
EMGLIN TAB. 25MG CP (MLI) 2X7'S,Export,2025.0,1550.1299999999999,489.0,1
EMGLIN TAB. 25MG CP (SLK) 2X7'S,Export,2024.0,2017.4,840.0,8
EMGLIN TAB. 25MG CP (SLK) 2X7'S,Export,2025.0,0.0,0.0,7
EMGLIN TAB. 25MG CP (SWL) 4X7'S,Export,2024.0,8229.17,851.0,1
EMGLIN TAB. 25MG CP SPC (SLK) 2X7'S,Export,2025.0,0.0,0.0,2
EMGLIN TAB. 25MG PS (SLK) 4'S,Export,2024.0,0.0,2145.0,4
EMGLIN TAB. 25MG PS (SLK) 4'S,Export,2025.0,0.0,1011.0,4
EMPA Q TAB. 10MG CP (KEN) 20'S,Export,2024.0,0.0,0.0,4
EMPA Q TAB. 10MG CP (KEN) 20'S,Export,2025.0,0.0,1918.0,6
EMPA Q TAB. 25MG CP (KEN) 20'S,Export,2024.0,0.0,180.0,4
EMPA Q TAB. 25MG CP (KEN) 20'S,Export,2025.0,0.0,634.0,3
EMPA-M TAB. 12.5/1000MG CP (KEN) 14'S,Export,2024.0,0.0,205.0,6
EMPA-M TAB. 12.5/1000MG CP (KEN) 14'S,Export,2025.0,0.0,1441.0,8
EMPA-M TAB. 12.5/500MG CP (KEN) 14'S,Export,2024.0,0.0,195.0,5
EMPA-M TAB. 12.5/500MG CP (KEN) 14'S,Export,2025.0,20.400000000000002,2270.0,12
EMPAFLOZIN TAB. 10MG CP (SN) 4X7'S,Export,2024.0,1455.0,970.0,1
EMPAFLOZIN TAB. 10MG CP (SN) 4X7'S,Export,2025.0,3300.0,3090.0,9
EMPAFLOZIN TAB. 25MG CP (SN) 4X7'S,Export,2024.0,2548.0,980.0,1
EMPAFLOZIN TAB. 25MG CP (SN) 4X7'S,Export,2025.0,2860.0,1249.0,4
ERLI PLUS TAB. 12.5/1000MG CP (IQ) 4X7'S,Export,2024.0,0.0,0.0,11
ERLI PLUS TAB. 12.5/1000MG CP (IQ) 4X7'S,Export,2025.0,681.6,426.0,15
ERLI PLUS TAB. 12.5/1000MG CP 2X7'S,Pharma,2024.0,13138187.76,68654.0,848
ERLI PLUS TAB. 12.5/1000MG CP 2X7'S,Pharma,2025.0,24092339.509999998,105837.0,1152
ERLI PLUS TAB. 12.5/500MG CP 2X7'S,Pharma,2024.0,18928194.8,126429.0,1439
ERLI PLUS TAB. 12.5/500MG CP 2X7'S,Pharma,2025.0,37964826.71,235970.0,2068
ERLI PLUS TAB. 12.5/850MG CP (IQ) 4X7'S,Export,2024.0,0.0,0.0,6
ERLI PLUS TAB. 12.5/850MG CP (IQ) 4X7'S,Export,2025.0,0.0,0.0,1
ERLI PLUS TAB. 12.5/850MG CP 2X7'S,Pharma,2024.0,11696525.39,65365.0,923
ERLI PLUS TAB. 12.5/850MG CP 2X7'S,Pharma,2025.0,17942122.61,67994.0,989
ERLI PLUS TAB. 5/1000MG CP (IQ) 4X7’S,Export,2024.0,0.0,0.0,8
ERLI PLUS TAB. 5/1000MG CP (IQ) 4X7’S,Export,2025.0,0.0,0.0,1
ERLI PLUS TAB. 5/1000MG CP 2X7'S,Pharma,2024.0,1325914.6300000001,8732.0,222
ERLI PLUS TAB. 5/1000MG CP 2X7'S,Pharma,2025.0,2052333.36,12495.0,320
ERLI PLUS TAB. 5/500MG CP 2X7'S,Pharma,2024.0,3574019.1,23080.0,482
ERLI PLUS TAB. 5/500MG CP 2X7'S,Pharma,2025.0,8874908.54,44090.0,630
ERLI PLUS TAB. 5/850MG CP (IQ) 28'S,Export,2024.0,0.0,0.0,3
ERLI PLUS TAB. 5/850MG CP (IQ) 28'S,Export,2025.0,0.0,0.0,1
ERLI PLUS TAB. 5/850MG CP 2X7'S,Pharma,2024.0,1002396.93,6661.0,167
ERLI PLUS TAB. 5/850MG CP 2X7'S,Pharma,2025.0,1765926.1099999999,10870.0,277
ERLI PLUS XR TAB 25/1000MG CP (IQ) 4X7'S,Export,2024.0,0.0,0.0,4
ERLI PLUS XR TAB 25/1000MG CP (IQ) 4X7'S,Export,2025.0,0.0,0.0,4
ERLI PLUS XR TAB. 10/1000MG CP 2X7'S,Pharma,2024.0,15809869.66,49100.0,814
ERLI PLUS XR TAB. 10/1000MG CP 2X7'S,Pharma,2025.0,19302199.07,50099.0,861
ERLI PLUS XR TAB. 12.5/1000MG CP (AFG),Export,2024.0,29.72,353.0,6
ERLI PLUS XR TAB. 12.5/1000MG CP (GTM),Export,2024.0,0.0,0.0,3
ERLI PLUS XR TAB. 12.5/1000MG CP (GTM),Export,2025.0,0.0,0.0,3
ERLI PLUS XR TAB. 12.5/1000MG CP 2X7'S,Pharma,2024.0,60575478.38,186094.0,1644
ERLI PLUS XR TAB. 12.5/1000MG CP 2X7'S,Pharma,2025.0,66405666.32,173974.0,1629
ERLI PLUS XR TAB. 12.5/1000MG CP(GTM)2'S,Export,2024.0,0.0,0.0,4
ERLI PLUS XR TAB. 12.5/1000MG CP(GTM)2'S,Export,2025.0,0.0,0.0,4
ERLI PLUS XR TAB. 25/1000MG CP (AFG),Export,2024.0,39234.8,964.0,1
ERLI PLUS XR TAB. 25/1000MG CP 2X7'S,Pharma,2024.0,42084360.059999995,112026.0,1343
ERLI PLUS XR TAB. 25/1000MG CP 2X7'S,Pharma,2025.0,55849798.67,106556.0,1356
ERLI PLUS XR TAB. 5/1000MG CP 2X7'S,Pharma,2024.0,7647315.5600000005,30513.0,603
ERLI PLUS XR TAB. 5/1000MG CP 2X7'S,Pharma,2025.0,8093953.989999999,25645.0,673
ERLI PLUS XR TAB.12.5/1000MG CP (IQ)4X7S,Export,2024.0,0.0,0.0,25
ERLI PLUS XR TAB.12.5/1000MG CP (IQ)4X7S,Export,2025.0,0.0,0.0,23
ERLI TAB. 10MG CP (AFG) 2X7'S,Export,2024.0,0.0,0.0,2
ERLI TAB. 10MG CP (IQ) 4X7’S,Export,2024.0,1197.3,921.0,5
ERLI TAB. 10MG CP (IQ) 4X7’S,Export,2025.0,0.0,0.0,11
ERLI TAB. 10MG CP (KSV) 2X7'S,Export,2024.0,0.0,0.0,1
ERLI TAB. 10MG CP 2X7'S,Pharma,2024.0,58184757.74,237206.0,1525
ERLI TAB. 10MG CP 2X7'S,Pharma,2025.0,82692634.56,328569.0,1813
ERLI TAB. 25MG CP (AFG) 2X7'S,Export,2024.0,0.0,0.0,2
ERLI TAB. 25MG CP (IQ) 4X7'S,Export,2024.0,0.0,0.0,8
ERLI TAB. 25MG CP (IQ) 4X7'S,Export,2025.0,0.0,441.0,16
ERLI TAB. 25MG CP (KSV) 2X7'S,Export,2024.0,0.0,0.0,1
ERLI TAB. 25MG CP 2X7'S,Pharma,2024.0,47005647.480000004,130687.0,1146
ERLI TAB. 25MG CP 2X7'S,Pharma,2025.0,70036821.99,160700.0,1428
ERLINA PLUS XR TAB 5/2.5/1000MG CP 2X7'S,Pharma,2024.0,1436781.81,7813.0,115
ERLINA PLUS XR TAB 5/2.5/1000MG CP 2X7'S,Pharma,2025.0,2964331.57,14923.0,297
ERLINA PLUS XR TAB. 10/5/1000MG CP 2X7'S,Pharma,2024.0,3884074.36,16969.0,142
ERLINA PLUS XR TAB. 10/5/1000MG CP 2X7'S,Pharma,2025.0,14844292.950000001,80185.0,1053
ERLINA PLUS XR TAB. 12.5/2.5/1000MG CP,Pharma,2024.0,2182667.52,11022.0,145
ERLINA PLUS XR TAB. 12.5/2.5/1000MG CP,Pharma,2025.0,6283731.109999999,32950.0,549
ERLINA PLUS XR TAB. 25/5/1000MG CP 2X7'S,Pharma,2024.0,3706685.13,12893.0,186
ERLINA PLUS XR TAB. 25/5/1000MG CP 2X7'S,Pharma,2025.0,20393736.55,91874.0,1106
ERLINA PLUS XR TAB25/5/1000MG CP(IQ)4X7,Export,2025.0,0.0,0.0,3
ERLINA TAB. 10/5MG CP (IQ) 4X7’S,Export,2024.0,0.0,0.0,13
ERLINA TAB. 10/5MG CP (IQ) 4X7’S,Export,2025.0,0.0,0.0,12
ERLINA TAB. 10/5MG CP (SLK) 4X7'S,Export,2025.0,0.0,0.0,1
ERLINA TAB. 10/5MG CP 2X7'S,Pharma,2024.0,49960685.64,163119.0,1317
ERLINA TAB. 10/5MG CP 2X7'S,Pharma,2025.0,66944344.93,215389.0,1346
ERLINA TAB. 25/5MG CP (IQ) 4X7’S,Export,2024.0,0.0,0.0,17
ERLINA TAB. 25/5MG CP (IQ) 4X7’S,Export,2025.0,0.0,0.0,37
ERLINA TAB. 25/5MG CP 2X7'S,Pharma,2024.0,60086243.31,167259.0,1350
ERLINA TAB. 25/5MG CP 2X7'S,Pharma,2025.0,103645798.63,202194.0,1300
ESTAR TAB. 10MG CP (AFG) 2X7'S,Export,2024.0,0.0,1402.0,11
ESTAR TAB. 10MG CP (AFG) 2X7'S,Export,2025.0,0.0,0.0,5
ESTAR TAB. 10MG CP (CMB),Export,2025.0,0.0,298.0,2
ESTAR TAB. 10MG CP (GTM) 2'S,Export,2024.0,0.0,0.0,3
ESTAR TAB. 10MG CP (GTM) 2'S,Export,2025.0,0.0,0.0,1
ESTAR TAB. 10MG CP (GTM) 28'S,Export,2024.0,0.0,0.0,1
ESTAR TAB. 10MG CP (GTM) 98'S,Export,2024.0,3061.7999999999997,972.0,1
ESTAR TAB. 10MG CP (IQ) 4X7'S,Export,2024.0,0.0,0.0,2
ESTAR TAB. 10MG CP (KEN) 10'S,Export,2025.0,132.16000000000003,236.0,2
ESTAR TAB. 10MG CP (TJS) 14'S,Export,2025.0,0.0,0.0,1
ESTAR TAB. 10MG CP 2X7'S,Pharma,2024.0,108442337.21000001,370880.0,1778
ESTAR TAB. 10MG CP 2X7'S,Pharma,2025.0,142018070.74,424154.0,2047
ESTAR TAB. 10MG DGH PUNJ. INST. GR 2X7'S,Pharma,2025.0,0.0,0.0,2
ESTAR TAB. 10MG INST. PIMH GR. 2X7'S,Pharma,2025.0,0.0,0.0,1
ESTAR TAB. 20MG CP (AFG) 2X7'S,Export,2024.0,86182.48,2242.0,8
ESTAR TAB. 20MG CP (AFG) 2X7'S,Export,2025.0,76485.65000000001,995.0,3
ESTAR TAB. 20MG CP (GTM) 2'S,Export,2024.0,0.0,0.0,2
ESTAR TAB. 20MG CP (GTM) 2'S,Export,2025.0,0.0,0.0,1
ESTAR TAB. 20MG CP (GTM) 28'S,Export,2024.0,0.0,0.0,1
ESTAR TAB. 20MG CP (IQ) 4X7'S,Export,2024.0,0.0,0.0,2
ESTAR TAB. 20MG CP (IQ) 4X7'S,Export,2025.0,0.0,0.0,5
ESTAR TAB. 20MG CP 2X7'S,Pharma,2024.0,32370866.59,73545.0,705
ESTAR TAB. 20MG CP 2X7'S,Pharma,2025.0,44316037.63,91114.0,928
ESTAR TAB. 5MG CP (AFG) 2X7'S,Export,2024.0,0.0,0.0,4
ESTAR TAB. 5MG CP (AFG) 2X7'S,Export,2025.0,0.0,0.0,5
ESTAR TAB. 5MG CP (CMB),Export,2025.0,0.0,298.0,2
ESTAR TAB. 5MG CP 2X7'S,Pharma,2024.0,69946291.95,320392.0,1643
ESTAR TAB. 5MG CP 2X7'S,Pharma,2025.0,98685676.74,413915.0,1957
ESTOREX TAB. 10MG CP (AZN) 1X10'S,Export,2024.0,0.0,0.0,1
EVO JOSHANDA SAC. CP 1X30'S,Herbal,2024.0,7142157.09,21307.0,330
EVO JOSHANDA SAC. CP 1X30'S,Herbal,2025.0,32698.16,74.0,23
EVOCHECK BPM68 BLOOD PRESSURE MONITOR,Medical Device,2024.0,0.0,1171.0,46
EVOCHECK BPM68 BLOOD PRESSURE MONITOR,Medical Device,2025.0,0.0,958.0,15
EVOCHECK GM700S BGM METER KIT,Medical Device,2024.0,0.0,22096.0,432
EVOCHECK GM700S BGM METER KIT,Medical Device,2025.0,0.0,17319.0,319
EVOCHECK GM700S BGM TEST STRIPS 2X25'S,Medical Device,2024.0,2081925.0,87096.0,1015
EVOCHECK GM700S BGM TEST STRIPS 2X25'S,Medical Device,2025.0,5471287.5,97923.0,1176
EVOCHECK GO BGM METER KIT,Medical Device,2024.0,0.0,39250.0,852
EVOCHECK GO BGM METER KIT,Medical Device,2025.0,968400.0,41359.0,633
EVOCHECK GO BGM TEST STRIP 2X25'S,Medical Device,2024.0,644072.0,73200.0,945
EVOCHECK GO BGM TEST STRIP 2X25'S,Medical Device,2025.0,161018.0,114548.0,1163
EVOCHECK GO TEST STRIP (FOIL PAC)1X50'S,Medical Device,2025.0,0.0,1217.0,4
EVOCHECK INFRARED THERMOMETER,Medical Device,2024.0,0.0,17.0,1
EVOCHECK INFRARED THERMOMETER (MDI901),Medical Device,2024.0,0.0,285.0,33
EVOCHECK INFRARED THERMOMETER (MDI901),Medical Device,2025.0,0.0,284.0,42
EVOCHECK PREMIUM LINX CGM 1X1'S,Medical Device,2025.0,0.0,1453.0,47
EVOCHECK PULSE OXIMETER,Medical Device,2024.0,0.0,1086.0,72
EVOCHECK PULSE OXIMETER,Medical Device,2025.0,0.0,1646.0,102
EVOCHECK WEIGHING SCALE (BLACK),Medical Device,2024.0,0.0,3002.0,199
EVOCHECK WEIGHING SCALE (BLACK),Medical Device,2025.0,0.0,12045.0,390
EVOCHECK WEIGHING SCALE (WHITE),Medical Device,2024.0,0.0,2994.0,209
EVOCHECK WEIGHING SCALE (WHITE),Medical Device,2025.0,0.0,1024.0,43
EVOCIN TAB. 250MG CP 1X10'S,Pharma,2024.0,0.0,0.0,2
EVOCIN TAB. 250MG CP 1X10'S,Pharma,2025.0,69160.0,728.0,6
EVOCIN TAB. 250MG CP 6X10'S,Pharma,2024.0,449540.0,988.0,1
EVOCIN TAB. 250MG CP 6X10'S,Pharma,2025.0,269360.0,592.0,6
EVOCIN TAB. 250MG PS,Pharma,2024.0,0.0,0.0,2
EVOCIN TAB. 250MG PS,Pharma,2025.0,0.0,0.0,1
EVOCIN TAB. 500MG CP 2X5'S,Pharma,2024.0,0.0,0.0,4
EVOCIN TAB. 500MG CP 2X5'S,Pharma,2025.0,2920.0,20.0,17
EVOCIN TAB. 500MG CP 60S,Pharma,2024.0,888394.0,1222.0,4
EVOCIN TAB. 500MG PS,Pharma,2024.0,0.0,0.0,2
EVOCIN TAB. 500MG PS,Pharma,2025.0,0.0,0.0,1
EVODOXIM SUSP. 40MG/5ML CP (VNM),Export,2024.0,0.0,0.0,3
EVODOXIM SUSP. 40MG/5ML CP 1X50ML,Pharma,2024.0,116550.0,666.0,13
EVODOXIM SUSP. 40MG/5ML CP 1X50ML,Pharma,2025.0,11900.0,68.0,12
EVODOXIM SUSP. 40MG/5ML PS 25ML,Pharma,2024.0,0.0,0.0,2
EVODOXIM SUSP. 40MG/5ML PS 25ML,Pharma,2025.0,0.0,0.0,2
EVODOXIM TAB. 100MG CP 1X10'S,Pharma,2024.0,0.0,0.0,4
EVODOXIM TAB. 100MG CP 1X10'S,Pharma,2025.0,0.0,0.0,11
EVODOXIM TAB. 100MG PS,Pharma,2024.0,0.0,753.0,2
EVOFIX CAP. 400MG CP (AFG) 2X5'S,Export,2024.0,28971.56,596.0,5
EVOFIX CAP. 400MG CP (CMB),Export,2024.0,0.0,0.0,1
EVOFIX CAP. 400MG CP (GHN) 2X5'S,Export,2024.0,0.0,0.0,1
EVOFIX CAP. 400MG CP (GTM) 1X1'S,Export,2024.0,224.95000000000002,409.0,5
EVOFIX CAP. 400MG CP (GTM) 1X1'S,Export,2025.0,0.0,0.0,2
EVOFIX CAP. 400MG CP (GTM) 1X5'S,Export,2024.0,0.0,0.0,2
EVOFIX CAP. 400MG CP (GTM) 2X5'S,Export,2024.0,2911.65,885.0,3
EVOFIX CAP. 400MG CP (GTM) 2X5'S,Export,2025.0,0.0,0.0,2
EVOFIX CAP. 400MG CP (NIG) 2X5'S,Export,2025.0,0.0,840.0,7
EVOFIX CAP. 400MG CP (QA) 10'S,Export,2024.0,0.0,398.0,3
EVOFIX CAP. 400MG CP (SWL) 1X5'S,Export,2024.0,0.0,0.0,4
EVOFIX CAP. 400MG CP (SWL) 1X5'S,Export,2025.0,0.0,460.0,5
EVOFIX CAP. 400MG CP 2X5'S,Export,2024.0,0.0,1.0,3
EVOFIX CAP. 400MG CP 2X5'S,Pharma,2024.0,36271006.32,74445.0,726
EVOFIX CAP. 400MG CP 2X5'S,Pharma,2025.0,44082422.91,74206.0,835
EVOFIX DS SUSP. 200MG/5ML CP (AFG) 30ML,Export,2024.0,0.0,0.0,2
EVOFIX DS SUSP. 200MG/5ML CP 1X30ML,Pharma,2024.0,7852186.7700000005,33460.0,347
EVOFIX DS SUSP. 200MG/5ML CP 1X30ML,Pharma,2025.0,504303.37,4088.0,36
EVOFIX SUSP. 100MG/5ML CP (AFG) 30ML,Export,2024.0,30097.079999999998,981.0,2
EVOFIX SUSP. 100MG/5ML CP (GTM) 1X30ML,Export,2024.0,0.0,0.0,2
EVOFIX SUSP. 100MG/5ML CP (GTM) 1X30ML,Export,2025.0,0.0,0.0,5
EVOFIX SUSP. 100MG/5ML CP (GTM) 60ML,Export,2024.0,0.0,0.0,7
EVOFIX SUSP. 100MG/5ML CP (GTM) 60ML,Export,2025.0,0.0,0.0,2
EVOFIX SUSP. 100MG/5ML CP (KEN) 1X60ML,Export,2024.0,177.29999999999998,985.0,11
EVOFIX SUSP. 100MG/5ML CP (KEN) 1X60ML,Export,2025.0,0.0,0.0,8
EVOFIX SUSP. 100MG/5ML CP (NIG) 1X60ML,Export,2025.0,0.0,1190.0,9
EVOFIX SUSP. 100MG/5ML CP (PHL) 60ML,Export,2024.0,0.0,989.0,9
EVOFIX SUSP. 100MG/5ML CP (PHL) 60ML,Export,2025.0,0.0,0.0,4
EVOFIX SUSP. 100MG/5ML CP (SLK) 30ML,Export,2024.0,0.0,0.0,1
EVOFIX SUSP. 100MG/5ML CP (SWL) 30ML,Export,2024.0,0.0,0.0,1
EVOFIX SUSP. 100MG/5ML CP (SWL) 30ML,Export,2025.0,0.0,460.0,2
EVOFIX SUSP. 100MG/5ML CP (TJS) 60ML,Export,2025.0,0.0,0.0,1
EVOFIX SUSP. 100MG/5ML CP 1X30ML,Pharma,2024.0,10602110.09,55705.0,438
EVOFIX SUSP. 100MG/5ML CP 1X30ML,Pharma,2025.0,442125.06,2743.0,44
EVOFIX SUSP. 100MG/5ML CP 1X60ML,Pharma,2024.0,4241252.25,20466.0,253
EVOFIX SUSP. 100MG/5ML CP 1X60ML,Pharma,2025.0,306774.86,1456.0,28
EVOGAB CAP. 75MG (GHN) 28'S,Export,2024.0,0.0,0.0,1
EVOKALM TAB. 100MG CP 1X10'S,Pharma,2024.0,29590808.94,105047.0,901
EVOKALM TAB. 100MG CP 1X10'S,Pharma,2025.0,41753148.71,132318.0,1055
EVOKALM TAB. 100MG INST. PIMH GR. 1X10'S,Pharma,2025.0,0.0,0.0,4
EVOKALM TAB. 200MG CP 1X10'S,Pharma,2024.0,4235620.76,11404.0,215
EVOKALM TAB. 200MG CP 1X10'S,Pharma,2025.0,5741324.7,15354.0,248
EVOKALM TAB. 25MG CP 1X10'S,Pharma,2024.0,22148481.85,162598.0,1149
EVOKALM TAB. 25MG CP 1X10'S,Pharma,2025.0,29255019.73,183037.0,1225
EVOKALM TAB. 25MG CP MSDS 100X10'S,Pharma,2024.0,0.0,60.0,3
EVOKALM XR TAB. 200MG CP 1X10'S,Pharma,2024.0,8670423.709999999,19270.0,231
EVOKALM XR TAB. 200MG CP 1X10'S,Pharma,2025.0,10820375.28,22890.0,234
EVOKALM XR TAB. 300MG CP 2X5'S,Pharma,2024.0,10160674.08,23728.0,331
EVOKALM XR TAB. 300MG CP 2X5'S,Pharma,2025.0,11756589.53,24050.0,330
EVOPRIDE PLUS TAB. 1/500MG CP 3X10'S,Pharma,2024.0,35576146.38,184079.0,1093
EVOPRIDE PLUS TAB. 1/500MG CP 3X10'S,Pharma,2025.0,40469947.82,183452.0,1318
EVOPRIDE PLUS TAB. 2/500MG CP 3X10'S,Pharma,2024.0,124979838.59,382214.0,1730
EVOPRIDE PLUS TAB. 2/500MG CP 3X10'S,Pharma,2025.0,164479745.82999998,409758.0,1929
EVOPRIDE TAB. 1MG CP 3X10'S,Pharma,2024.0,10666487.59,62071.0,739
EVOPRIDE TAB. 1MG CP 3X10'S,Pharma,2025.0,10622461.67,60852.0,791
EVOPRIDE TAB. 1MG CP MSDS 180X10'S,Pharma,2024.0,0.0,267.78,8
EVOPRIDE TAB. 1MG CP MSDS 180X10'S,Pharma,2025.0,0.0,395.998,18
EVOPRIDE TAB. 2MG CP (VNM),Export,2024.0,0.0,0.0,6
EVOPRIDE TAB. 2MG CP 3X10'S,Pharma,2024.0,51868615.92,162476.0,1306
EVOPRIDE TAB. 2MG CP 3X10'S,Pharma,2025.0,54196478.0,151924.0,1355
EVOPRIDE TAB. 2MG CP INST. 180X10'S,Pharma,2025.0,0.0,11.0,3
EVOPRIDE TAB. 2MG CP MSDS 180X10'S,Pharma,2024.0,0.0,1560.62,34
EVOPRIDE TAB. 2MG CP MSDS 180X10'S,Pharma,2025.0,0.0,138.89000000000001,2
EVOPRIDE TAB. 2MG CP PUNJAB INST. 3X10'S,Pharma,2025.0,32642.760000000002,834.0,49
EVOPRIDE TAB. 2MG INST. CPEIC 180X10'S,Pharma,2025.0,0.0,275.978,1
EVOPRIDE TAB. 2MG INST. RIC 3X10'S,Pharma,2025.0,0.0,0.0,2
EVOPRIDE TAB. 3MG CP 3X10'S,Pharma,2024.0,25832545.01,72252.0,778
EVOPRIDE TAB. 3MG CP 3X10'S,Pharma,2025.0,27190936.240000002,66320.0,819
EVOPRIDE TAB. 3MG CP MSDS 180X10'S,Pharma,2024.0,0.0,130.57,7
EVOPRIDE TAB. 3MG CP MSDS 180X10'S,Pharma,2025.0,0.0,449.626,19
EVOPRIDE TAB. 3MG INST. DGDP CP,Pharma,2024.0,2330027.73,35660.0,115
EVOPRIDE TAB. 4MG CP 3X10'S,Pharma,2024.0,67008470.29,130305.0,1046
