Material Name,Category,Yr,Revenue,Qty,Invoices
STEVO SAC. 1GM CP 1X50'S,Medical Device,2024.0,9686475.86,24277.0,292
STEVO SAC. 1GM CP 1X50'S,Medical Device,2025.0,5406103.07,14890.0,206
STEVO TAB. 15MG CP 100'S,Medical Device,2024.0,7789467.0,24594.0,240
STEVO TAB. 15MG CP 100'S,Medical Device,2025.0,6841832.819999999,21834.0,298
STEVO TAB. 15MG CP 200'S,Medical Device,2024.0,6781549.02,15862.0,130
STEVO TAB. 15MG CP 200'S,Medical Device,2025.0,8530290.85,18896.0,246
SUPERCRAN SAC. CP (AFG) 1X10’S,Export,2024.0,0.0,693.0,4
SUPERCRAN SAC. CP (AFG) 1X10’S,Export,2025.0,26546.41,2419.0,11
SUPERCRAN SAC. CP (GTM) 10'S,Export,2024.0,0.0,137.0,4
SUPERCRAN SAC. CP (GTM) 10'S,Export,2025.0,170.5,1289.0,7
SUPERCRAN SAC. CP (GTM) 1X2'S,Export,2024.0,0.0,0.0,3
SUPERCRAN SAC. CP (GTM) 1X2'S,Export,2025.0,98.0,958.0,6
SUPERCRAN SAC. CP (TJS) 10'S,Export,2025.0,0.0,636.0,7
SUPERCRAN SAC. CP 1X10'S,Export,2024.0,650.0,500.0,1
SUPERCRAN SAC. CP 1X10'S,Nutraceutical,2024.0,10799027.42,40111.0,564
SUPERCRAN SAC. CP 1X10'S,Nutraceutical,2025.0,10801665.81,43628.0,427
TANSIN 50MG TAB. DGH INST. CP 10'S GREEN,Pharma,2025.0,1298.14,47.0,42
TANSIN DS TAB. 100MG CP 1X10'S,Pharma,2024.0,6457109.9,27978.0,381
TANSIN DS TAB. 100MG CP 1X10'S,Pharma,2025.0,6210968.34,26993.0,402
TANSIN TAB. 50MG CP 1X10'S,Pharma,2024.0,33995783.68,215504.0,1369
TANSIN TAB. 50MG CP 1X10'S,Pharma,2025.0,33521044.86,203038.0,1379
TANSIN TAB. 50MG CP DGDP 1X10'S,Pharma,2025.0,108471.93,2751.0,64
TANSIN TAB. 50MG CP INST. 150X10’S,Pharma,2024.0,0.0,776.673,10
TANSIN TAB. 50MG CP INST. 150X10’S,Pharma,2025.0,58548.0,114.0,2
TANSIN TAB. 50MG INST.PUNJAB 150X10S FIC,Pharma,2025.0,0.0,4191.754,9
TANSIN TAB.50MGCP CPEIC INSTGREEN150X10S,Pharma,2024.0,0.0,1735.885,5
TANSIN TAB.50MGCP CPEIC INSTGREEN150X10S,Pharma,2025.0,0.0,2333.33,5
TANSIN TAB.50MGCP RIC INST.GREEN150X10'S,Pharma,2024.0,0.0,66.666,2
TELMACE TAB. 40MG CP (KEN),Export,2025.0,0.0,135.0,2
TELSARTA D TAB. 40/12.5MG CP (CMB),Export,2025.0,0.0,299.0,2
TELSARTA TAB. 20MG CP 1X10'S,Pharma,2024.0,14484997.13,108025.0,1008
TELSARTA TAB. 20MG CP 1X10'S,Pharma,2025.0,18005712.12,117957.0,1123
TELSARTA TAB. 40MG CP (MDV),Export,2024.0,0.0,160.0,4
TELSARTA TAB. 40MG CP (MDV),Export,2025.0,0.0,1002.0,3
TELSARTA TAB. 40MG CP 1X10'S,Pharma,2024.0,42305432.11,203816.0,1356
TELSARTA TAB. 40MG CP 1X10'S,Pharma,2025.0,52011806.99,227675.0,1623
TELSARTA TAB. 80MG CP (GTM) 2’S,Export,2024.0,0.0,0.0,3
TELSARTA TAB. 80MG CP (GTM) 2’S,Export,2025.0,0.0,0.0,2
TELSARTA TAB. 80MG CP (GTM) 30'S,Export,2024.0,1934.0,967.0,1
TELSARTA TAB. 80MG CP (GTM) 30'S,Export,2025.0,0.0,0.0,1
TELSARTA TAB. 80MG CP 2X5'S,Pharma,2024.0,15212205.92,54054.0,623
TELSARTA TAB. 80MG CP 2X5'S,Pharma,2025.0,18770688.88,55740.0,721
TELSARTA-A TAB. 10/40MG CP 2X5'S,Pharma,2024.0,16433107.65,84379.0,893
TELSARTA-A TAB. 10/40MG CP 2X5'S,Pharma,2025.0,19434355.89,82942.0,958
TELSARTA-A TAB. 10/80MG CP 2X5'S,Pharma,2024.0,28275166.78,112081.0,1057
TELSARTA-A TAB. 10/80MG CP 2X5'S,Pharma,2025.0,30558759.65,94610.0,1007
TELSARTA-A TAB. 5/40MG CP 2X7'S,Pharma,2024.0,79114605.1,287211.0,1813
TELSARTA-A TAB. 5/40MG CP 2X7'S,Pharma,2025.0,74830012.89,259210.0,1617
TELSARTA-A TAB. 5/80MG CP (IQ) 28'S,Export,2025.0,0.0,0.0,1
TELSARTA-A TAB. 5/80MG CP 2X7'S,Pharma,2024.0,44397754.05,111811.0,1024
TELSARTA-A TAB. 5/80MG CP 2X7'S,Pharma,2025.0,44328902.87,106516.0,991
TELSARTA-D TAB. 40/12.5MG CP 2X7'S,Pharma,2024.0,31828121.46,111060.0,1010
TELSARTA-D TAB. 40/12.5MG CP 2X7'S,Pharma,2025.0,39200156.54,110425.0,1033
TELSARTA-D TAB. 80/12.5MG CP (GTM) 2'S,Export,2024.0,0.0,0.0,1
TELSARTA-D TAB. 80/12.5MG CP (GTM) 2'S,Export,2025.0,0.0,0.0,2
TELSARTA-D TAB. 80/12.5MG CP (GTM) 28'S,Export,2024.0,0.0,0.0,1
TELSARTA-D TAB. 80/12.5MG CP (GTM) 28'S,Export,2025.0,0.0,0.0,1
TELSARTA-D TAB. 80/12.5MG CP 2X7'S,Pharma,2024.0,25194986.189999998,55409.0,642
TELSARTA-D TAB. 80/12.5MG CP 2X7'S,Pharma,2025.0,27312107.31,57770.0,658
TENOVA PLUS TAB. 25MG CP (AFG) 3X10'S,Export,2024.0,0.0,0.0,1
TENOVA PLUS TAB. 25MG CP (AFG) 3X10'S,Export,2025.0,0.0,0.0,1
TENOVA PLUS TAB. 25MG CP (TJS) 30'S,Export,2024.0,0.0,0.0,1
TENOVA PLUS TAB. 25MG CP (TJS) 30'S,Export,2025.0,0.0,0.0,1
THEWRIL CAP. 4MG CP 1X20'S,Pharma,2024.0,26947656.03,73720.0,745
THEWRIL CAP. 4MG CP 1X20'S,Pharma,2025.0,42423817.44,93433.0,951
TIOCAP CAP. 18MCG CP (AFG) 3X10'S,Export,2025.0,0.0,0.0,1
TIOCAP CAP. 18MCG CP 1X6'S,Pharma,2024.0,18712649.36,208582.0,1176
TIOCAP CAP. 18MCG CP 1X6'S,Pharma,2025.0,10981417.08,99891.0,621
TIOCAP CAP. 18MCG CP 3X10'S,Pharma,2024.0,11369520.360000001,22054.0,325
TIOCAP CAP. 18MCG CP 3X10'S,Pharma,2025.0,29295049.8,56083.0,800
TRASZEPTIN 440MG INJ. 1X1'S,Pharma,2024.0,0.0,2856.0,330
TRASZEPTIN 440MG INJ. 1X1'S,Pharma,2025.0,0.0,5153.0,517
TREATAN TAB. 16MG CP 2X14'S,Pharma,2024.0,23282598.659999996,37280.0,561
TREATAN TAB. 16MG CP 2X14'S,Pharma,2025.0,24166857.369999997,34321.0,532
TREATAN TAB. 4MG CP 1X14'S,Pharma,2024.0,32128747.36,157726.0,972
TREATAN TAB. 4MG CP 1X14'S,Pharma,2025.0,40482699.03,173144.0,1058
TREATAN TAB. 8MG CP 1X14'S,Pharma,2024.0,34874028.87,141382.0,1079
TREATAN TAB. 8MG CP 1X14'S,Pharma,2025.0,43220273.45,154483.0,1162
TREATAN-D TAB. 16/12.5MG CP 2X14'S,Pharma,2024.0,16488012.530000001,26541.0,441
TREATAN-D TAB. 16/12.5MG CP 2X14'S,Pharma,2025.0,16112853.69,23305.0,422
TRIXAFIN INJ. 1G IM CP (AZN) 1'S,Export,2024.0,0.0,0.0,12
TRIXAFIN INJ. 1G IM CP (TJS) 1'S,Export,2025.0,0.0,0.0,1
TRIXAFIN INJ. 1G IV CP (AFG),Export,2024.0,0.0,1.0,34
TRIXAFIN INJ. 1G IV CP (GTM) 1X1'S,Export,2024.0,0.0,0.0,1
TRIXAFIN INJ. 1G IV CP (GTM) 1X1'S,Export,2025.0,0.0,0.0,3
TRIXAFIN INJ. 500MG IM CP (AZN) 1'S,Export,2024.0,0.0,0.0,12
TRIXAFIN INJ. 500MG IV CP (AFG),Export,2024.0,0.0,1.0,12
TROMIX TAB. 500MG CP (AZN) 1X6'S,Export,2024.0,0.0,0.0,4
TROMIX TAB. 500MG CP (AZN) 1X6'S,Export,2025.0,0.0,0.0,4
URITREAT CAP. 0.4MG CP 2X10'S,Pharma,2024.0,17586462.330000002,30809.0,508
URITREAT CAP. 0.4MG CP 2X10'S,Pharma,2025.0,17557667.33,24703.0,462
UTFIX CAP 0.4MG CP (BWA) 20'S,Export,2024.0,0.0,0.0,2
UTFIX CAP. 0.4MG CP (BWA) 30'S,Export,2024.0,1695.75,969.0,2
UTFIX CAP. 0.4MG CP (BWA) 30'S,Export,2025.0,0.0,383.0,3
UTFIX CAP. 0.4MG CP (IQ) 30'S,Export,2025.0,0.0,0.0,1
VANZAK TAB. 10MG CP 1X10'S,Pharma,2025.0,4620434.26,25482.0,252
VANZAK TAB. 20MG CP 1X10'S,Pharma,2025.0,31073920.919999998,109357.0,679
VAZCARE TAB 10MG CP (PHL) 100'S,Export,2024.0,0.0,0.0,1
VAZCARE TAB 10MG CP (PHL) 100'S,Export,2025.0,0.0,0.0,1
VERTEASE TAB. 8MG CP (KEN),Export,2024.0,0.0,140.0,2
VIBLE TAB. CP (AFG) 1X30'S,Export,2024.0,0.0,0.0,1
VIBLE TAB. CP (AFG) 1X30'S,Export,2025.0,79985.81,853.0,3
VIBLE TAB. CP 1X30'S,Nutraceutical,2024.0,47965274.36,83845.0,1060
VIBLE TAB. CP 1X30'S,Nutraceutical,2025.0,72399407.08,130097.0,1505
VOXAMINE TAB. 100MG CP 1X10'S,Pharma,2024.0,47136479.55,105000.0,894
VOXAMINE TAB. 100MG CP 1X10'S,Pharma,2025.0,53849431.83,102019.0,899
VOXAMINE TAB. 50MG CP 1X10'S,Pharma,2024.0,25343525.51,111974.0,925
VOXAMINE TAB. 50MG CP 1X10'S,Pharma,2025.0,28963569.080000002,112734.0,1034
WINZITH TAB. 250MG CP 1X6'S,Pharma,2024.0,0.0,0.0,3
WINZITH TAB. 250MG CP 1X6'S,Pharma,2025.0,0.0,0.0,18
WINZITH TAB. 250MG PS 2'S,Pharma,2024.0,0.0,0.0,2
WINZITH TAB. 250MG PS 2'S,Pharma,2025.0,0.0,0.0,6
WINZITH TAB. 500MG CP 1X6'S,Pharma,2024.0,0.0,0.0,7
WINZITH TAB. 500MG CP 1X6'S,Pharma,2025.0,53126.0,959.0,20
WINZITH TAB. 500MG PS 1'S,Pharma,2024.0,0.0,0.0,2
WINZITH TAB. 500MG PS 1'S,Pharma,2025.0,0.0,0.0,4
X-PLENDED EZ TAB. 10/10MG CP (AFG)1X10'S,Export,2024.0,0.0,0.0,1
X-PLENDED EZ TAB. 10/10MG CP (AFG)1X10'S,Export,2025.0,0.0,0.0,5
X-PLENDED EZ TAB. 10/10MG CP (IQ) 30'S,Export,2025.0,0.0,0.0,1
X-PLENDED EZ TAB. 10/10MG CP 1X10'S,Pharma,2024.0,49764333.69,267099.0,1825
X-PLENDED EZ TAB. 10/10MG CP 1X10'S,Pharma,2025.0,77146277.7,313856.0,1855
X-PLENDED EZ TAB. 20/10MG CP (AFG)1X10'S,Export,2024.0,39670.5,998.0,1
X-PLENDED EZ TAB. 20/10MG CP (AFG)1X10'S,Export,2025.0,0.0,0.0,4
X-PLENDED EZ TAB. 20/10MG CP (IQ) 3X10'S,Export,2024.0,0.0,0.0,8
X-PLENDED EZ TAB. 20/10MG CP (IQ) 3X10'S,Export,2025.0,0.0,0.0,15
X-PLENDED EZ TAB. 20/10MG CP 1X10'S,Pharma,2024.0,38835376.95,104323.0,973
X-PLENDED EZ TAB. 20/10MG CP 1X10'S,Pharma,2025.0,70215185.4,156012.0,1221
X-PLENDED EZ TAB. 5/10MG CP (AFG) 1X10'S,Export,2024.0,0.0,0.0,1
X-PLENDED EZ TAB. 5/10MG CP (AFG) 1X10'S,Export,2025.0,0.0,0.0,5
X-PLENDED EZ TAB. 5/10MG CP 1X10'S,Pharma,2024.0,16514640.83,94336.0,970
X-PLENDED EZ TAB. 5/10MG CP 1X10'S,Pharma,2025.0,24007424.41,119872.0,1141
X-PLENDED TAB. 10MG CP (AFG) 1X10'S,Export,2024.0,14172.699999999999,1401.0,13
X-PLENDED TAB. 10MG CP (AFG) 1X10'S,Export,2025.0,4302.0,345.0,11
X-PLENDED TAB. 10MG CP (CMB),Export,2025.0,0.0,287.0,2
X-PLENDED TAB. 10MG CP (IQ) 30'S,Export,2024.0,983.0,983.0,4
X-PLENDED TAB. 10MG CP (IQ) 30'S,Export,2025.0,0.0,0.0,2
X-PLENDED TAB. 10MG CP (MDV) 60'S,Export,2024.0,3969.0,2934.0,4
X-PLENDED TAB. 10MG CP (NIG) 30'S,Export,2024.0,0.0,944.0,4
X-PLENDED TAB. 10MG CP (NIG) 30'S,Export,2025.0,0.0,686.0,4
X-PLENDED TAB. 10MG CP (PHL),Export,2024.0,0.0,0.0,7
X-PLENDED TAB. 10MG CP (PHL),Export,2025.0,0.0,0.0,7
X-PLENDED TAB. 10MG CP (SLK) 60'S,Export,2024.0,1569.75,483.0,6
X-PLENDED TAB. 10MG CP (SLK) 60'S,Export,2025.0,1833.0,564.0,8
X-PLENDED TAB. 10MG CP (SWL) 30'S,Export,2024.0,5197.92,1911.0,3
X-PLENDED TAB. 10MG CP 1X10'S,Pharma,2024.0,124415046.29,478985.0,2690
X-PLENDED TAB. 10MG CP 1X10'S,Pharma,2025.0,189806028.86,596626.0,2974
X-PLENDED TAB. 10MG CP CPEIC INST 80X10S,Pharma,2024.0,0.0,0.0,3
X-PLENDED TAB. 10MG CP GREEN 80X10'S,Pharma,2024.0,0.0,110.0,2
X-PLENDED TAB. 10MG CP GREEN 80X10'S,Pharma,2025.0,0.0,101.0,4
X-PLENDED TAB. 10MG CP INST. 80X10'S,Pharma,2025.0,0.0,198.5,10
X-PLENDED TAB. 10MG CP INST. GREEN 10'S,Pharma,2025.0,0.0,0.0,2
X-PLENDED TAB. 10MG PS (SLK) 4'S,Export,2024.0,0.0,748.0,4
X-PLENDED TAB. 10MG PS (SLK) 4'S,Export,2025.0,0.0,846.0,4
X-PLENDED TAB. 20MG CP (AFG) 1X10'S,Export,2024.0,123638.40000000002,3392.0,10
X-PLENDED TAB. 20MG CP (AFG) 1X10'S,Export,2025.0,46455.36,892.0,6
X-PLENDED TAB. 20MG CP (GTM) 1X2'S,Export,2024.0,0.0,0.0,4
X-PLENDED TAB. 20MG CP (GTM) 1X2'S,Export,2025.0,0.0,0.0,5
X-PLENDED TAB. 20MG CP (GTM) 3X10'S,Export,2024.0,53.239999999999995,22.0,5
X-PLENDED TAB. 20MG CP (GTM) 3X10'S,Export,2025.0,0.0,0.0,4
X-PLENDED TAB. 20MG CP (IQ) 3X10'S,Export,2024.0,0.0,0.0,2
X-PLENDED TAB. 20MG CP (IQ) 3X10'S,Export,2025.0,0.0,0.0,1
X-PLENDED TAB. 20MG CP (MDV) 60'S,Export,2024.0,5017.95,2842.0,4
X-PLENDED TAB. 20MG CP (SLK) 60'S,Export,2024.0,9656.7,2076.0,9
X-PLENDED TAB. 20MG CP (SLK) 60'S,Export,2025.0,10331.6,1653.0,9
X-PLENDED TAB. 20MG CP 1X10'S,Pharma,2024.0,169219378.75,432180.0,2264
X-PLENDED TAB. 20MG CP 1X10'S,Pharma,2025.0,280433799.56,615865.0,2734
X-PLENDED TAB. 20MG CP GREEN 80X10'S,Pharma,2025.0,0.0,79.51299999999999,6
X-PLENDED TAB. 20MG CP INST. 80X10'S,Pharma,2025.0,0.0,686.607,12
X-PLENDED TAB. 20MG PS (SLK) 4'S,Export,2024.0,0.0,365.0,5
X-PLENDED TAB. 20MG PS (SLK) 4'S,Export,2025.0,0.0,1439.0,6
X-PLENDED TAB. 40MG CP (IQ) 3X10'S,Export,2024.0,0.0,0.0,2
X-PLENDED TAB. 40MG CP (IQ) 3X10'S,Export,2025.0,0.0,0.0,1
X-PLENDED TAB. 5MG CP (AFG) 1X10'S,Export,2024.0,30619.99,2062.0,8
X-PLENDED TAB. 5MG CP (AFG) 1X10'S,Export,2025.0,33434.1,1647.0,7
X-PLENDED TAB. 5MG CP (MDV) 30'S,Export,2024.0,0.0,0.0,2
X-PLENDED TAB. 5MG CP (MMR),Export,2025.0,392.40000000000003,981.0,1
X-PLENDED TAB. 5MG CP (SLK) 3X10'S,Export,2024.0,0.0,0.0,6
X-PLENDED TAB. 5MG CP (SLK) 3X10'S,Export,2025.0,1430.6399999999999,935.0,7
X-PLENDED TAB. 5MG CP (SWL) 3X10'S,Export,2024.0,2319.7799999999997,943.0,3
X-PLENDED TAB. 5MG CP (SWL) 3X10'S,Export,2025.0,0.0,104.0,2
X-PLENDED TAB. 5MG CP 1X10'S,Pharma,2024.0,47400185.38,303391.0,1891
X-PLENDED TAB. 5MG CP 1X10'S,Pharma,2025.0,65708879.8,353698.0,2177
X-PLENDED TAB. 5MG PS (SLK) 4'S,Export,2024.0,0.0,0.0,2
X-PLENDED TAB. 5MG PS (SLK) 4'S,Export,2025.0,0.0,432.0,5
XCEPT TAB. 10MG CP (AFG) 1X10'S,Export,2024.0,17762.5,626.0,10
XCEPT TAB. 10MG CP (AFG) 1X10'S,Export,2025.0,0.0,0.0,6
XCEPT TAB. 10MG CP (MLI) 10'S,Export,2025.0,3697.92,963.0,1
XCEPT TAB. 10MG CP (SLK) 1X10'S,Export,2024.0,1129.6200000000001,843.0,3
XCEPT TAB. 10MG CP (SLK) 1X10'S,Export,2025.0,484.0,550.0,6
XCEPT TAB. 10MG CP 1X10'S,Pharma,2024.0,107896517.97,354847.0,1837
XCEPT TAB. 10MG CP 1X10'S,Pharma,2025.0,120046984.28,361673.0,1936
XCEPT TAB. 10MG PS (SLK) 4'S,Export,2025.0,0.0,1814.0,4
XCEPT TAB. 15MG CP (AFG) 2X7'S,Export,2024.0,0.0,0.0,4
XCEPT TAB. 15MG CP (AFG) 2X7'S,Export,2025.0,0.0,0.0,2
XCEPT TAB. 15MG CP (AZN) 14'S,Export,2024.0,0.0,0.0,1
XCEPT TAB. 15MG CP (SLK) 2X7'S,Export,2024.0,1751.71,961.0,3
XCEPT TAB. 15MG CP (SLK) 2X7'S,Export,2025.0,1759.15,1165.0,9
XCEPT TAB. 15MG CP 2X7'S,Pharma,2024.0,92233739.47,181138.0,1402
XCEPT TAB. 15MG CP 2X7'S,Pharma,2025.0,109364585.79,197594.0,1543
XCEPT TAB. 15MG PS (SLK) 4'S,Export,2024.0,0.0,161.0,1
XCEPT TAB. 15MG PS (SLK) 4'S,Export,2025.0,0.0,397.0,6
XCEPT TAB. 2.5MG CP (AFG) 1X10'S,Export,2024.0,21486.66,978.0,1
XCEPT TAB. 2.5MG CP 1X10'S,Pharma,2024.0,31235183.45,142784.0,1090
XCEPT TAB. 2.5MG CP 1X10'S,Pharma,2025.0,38308258.769999996,156803.0,1230
XCEPT TAB. 20MG 63X7'S RIC  INST GREEN,Pharma,2025.0,0.0,79.36,1
XCEPT TAB. 20MG CP (AFG) 2X7'S,Export,2024.0,26445.4,460.0,6
XCEPT TAB. 20MG CP (AFG) 2X7'S,Export,2025.0,0.0,0.0,6
XCEPT TAB. 20MG CP (IQ) 28'S,Export,2025.0,0.0,0.0,1
XCEPT TAB. 20MG CP (SLK) 2X7'S,Export,2024.0,1406.37,543.0,2
XCEPT TAB. 20MG CP (SLK) 2X7'S,Export,2025.0,1979.5,1100.0,7
XCEPT TAB. 20MG CP 2X7'S,Pharma,2024.0,106678805.63000001,182412.0,1421
XCEPT TAB. 20MG CP 2X7'S,Pharma,2025.0,113891100.26,173377.0,1450
XCEPT TAB. 20MG INST. RIC 2X7'S,Pharma,2025.0,0.0,0.0,1
XCEPT TAB. 20MG PS (SLK) 4'S,Export,2025.0,0.0,378.0,4
XILICA CAP. 100MG CP 2X7'S,Pharma,2024.0,10772773.39,32433.0,503
XILICA CAP. 100MG CP 2X7'S,Pharma,2025.0,19076605.24,49875.0,695
XILICA CAP. 150MG CP (GTM) 2'S,Export,2024.0,0.0,0.0,2
XILICA CAP. 150MG CP (GTM) 2'S,Export,2025.0,1.75,5.0,3
XILICA CAP. 150MG CP (GTM) 28'S,Export,2024.0,0.0,0.0,2
XILICA CAP. 150MG CP (GTM) 28'S,Export,2025.0,0.0,0.0,2
XILICA CAP. 150MG CP 2X7'S,Pharma,2024.0,7939000.85,19305.0,312
XILICA CAP. 150MG CP 2X7'S,Pharma,2025.0,8126027.9,17937.0,324
XILICA CAP. 25MG CP 2X7'S,Pharma,2024.0,7413140.4,43838.0,552
XILICA CAP. 25MG CP 2X7'S,Pharma,2025.0,10258501.72,52178.0,696
XILICA CAP. 50MG CP (IQ) 14'S,Export,2024.0,0.0,0.0,2
XILICA CAP. 50MG CP 2X7'S,Pharma,2024.0,35379897.36000001,126243.0,1067
XILICA CAP. 50MG CP 2X7'S,Pharma,2025.0,48475903.31,161607.0,1292
XILICA CAP. 75MG CP (COG) 2X7'S,Export,2025.0,0.0,0.0,1
XILICA CAP. 75MG CP (GTM) 4X7'S,Export,2024.0,0.0,0.0,4
XILICA CAP. 75MG CP (GTM) 4X7'S,Export,2025.0,0.0,0.0,2
XILICA CAP. 75MG CP (GTM)1X2'S,Export,2024.0,0.0,0.0,4
XILICA CAP. 75MG CP (GTM)1X2'S,Export,2025.0,0.0,0.0,3
XILICA CAP. 75MG CP (IQ) 14'S,Export,2024.0,0.0,0.0,4
XILICA CAP. 75MG CP 2X7'S,Pharma,2024.0,45277654.72,152001.0,1215
XILICA CAP. 75MG CP 2X7'S,Pharma,2025.0,60221160.78,166244.0,1369
XILICA CAP. 75MG CP PUNJAB INST.GR 2X7’S,Pharma,2025.0,0.0,67.0,2
ZI-AD DISPERSIBLE TAB. 20MG CP (KEN) 10S,Export,2025.0,0.0,413.0,2
ZI-AD SYP. CP (KEN) 60ML,Export,2025.0,0.0,0.0,2
ZIBES 5MG TAB. CP (GTM) 2'S,Export,2024.0,0.0,0.0,2
ZIBES 5MG TAB. CP (GTM) 2'S,Export,2025.0,0.0,0.0,1
ZIBES 5MG TAB. CP (GTM) 30'S,Export,2024.0,0.0,0.0,2
ZIBES 5MG TAB. CP (GTM) 30'S,Export,2025.0,0.0,0.0,1
ZIBES TAB. 10MG CP 1X20'S,Pharma,2024.0,4663389.81,16078.0,273
ZIBES TAB. 10MG CP 1X20'S,Pharma,2025.0,6491048.78,19880.0,305
ZIBES TAB. 2.5MG CP (GTM) 1X2'S,Export,2024.0,0.0,0.0,3
ZIBES TAB. 2.5MG CP (GTM) 1X2'S,Export,2025.0,0.0,0.0,2
ZIBES TAB. 2.5MG CP (GTM) 2X14'S,Export,2024.0,848.32,964.0,2
ZIBES TAB. 2.5MG CP (GTM) 2X14'S,Export,2025.0,0.0,0.0,2
ZIBES TAB. 2.5MG CP 2X7'S,Pharma,2024.0,8189144.82,186446.0,1234
ZIBES TAB. 2.5MG CP 2X7'S,Pharma,2025.0,11605322.92,249669.0,1403
ZIBES TAB. 5MG CP 2X10'S,Pharma,2024.0,28156343.35,193043.0,1147
ZIBES TAB. 5MG CP 2X10'S,Pharma,2025.0,43712808.62,248325.0,1563
ZIBES TAB. 5MG CP FIC 100X10'S,Pharma,2024.0,0.0,3935.625,7
ZIBES TAB. 5MG CP FIC 100X10'S,Pharma,2025.0,0.0,7106.469999999999,11
ZIBES TAB. 5MG CP INST. 100X10'S,Pharma,2025.0,0.0,249.97,2
ZIBES TAB. 5MG INST. CPEIC 100X10'S,Pharma,2025.0,0.0,591.5999999999999,2
ZIBES TAB. 5MG INST. PIC 2X10'S,Pharma,2025.0,0.0,0.0,6
ZIBES TAB. 5MG INST. RIC 2X10'S,Pharma,2025.0,0.0,0.0,8
ZIBES TAB. 5MG PUNJAB INST.GR CP 20'S,Pharma,2024.0,0.0,0.0,5
ZIBES TAB.5MG CP PIC INST.GREEN 100X10'S,Pharma,2024.0,0.0,3000.0,8
ZIBES TAB.5MG CP RIC INST.GREEN 100X10'S,Pharma,2024.0,0.0,1400.0,4
ZILERO TAB. 2.5MG CP (SLK) 30’S,Export,2024.0,0.0,0.0,1
ZILERO TAB. 2.5MG CP (SLK) 30’S,Export,2025.0,0.0,0.0,3
ZILERO TAB. 2.5MG CP 3X10’S,Pharma,2024.0,4565659.49,9900.0,239
ZILERO TAB. 2.5MG CP 3X10’S,Pharma,2025.0,10866479.7,17009.0,334
ZILERO TAB. 2.5MG PS (SLK) 4’S,Export,2024.0,0.0,0.0,1
ZILERO TAB. 2.5MG PS (SLK) 4’S,Export,2025.0,0.0,0.0,3
ZILERO TAB. 5MG CP (SLK) 30’S,Export,2024.0,0.0,0.0,1
ZILERO TAB. 5MG CP (SLK) 30’S,Export,2025.0,0.0,0.0,4
ZILERO TAB. 5MG CP 3X10’S,Pharma,2024.0,4008881.74,5736.0,150
ZILERO TAB. 5MG CP 3X10’S,Pharma,2025.0,7598368.66,10295.0,268
ZILERO TAB. 5MG PS (SLK) 4’S,Export,2024.0,0.0,0.0,1
ZILERO TAB. 5MG PS (SLK) 4’S,Export,2025.0,0.0,0.0,3
ZILFOM TAB. 400MG CP (IQ) 1X5'S,Export,2024.0,0.0,0.0,1
ZILFOM TAB. 400MG CP 1X5'S,Pharma,2024.0,16873607.43,46510.0,500
ZILFOM TAB. 400MG CP 1X5'S,Pharma,2025.0,19192661.85,47582.0,450
ZOLTAR CAP. 20MG CP 2X7'S,Pharma,2024.0,19351464.04,83675.0,1011
ZOLTAR CAP. 20MG CP 2X7'S,Pharma,2025.0,20855516.9,87491.0,864
ZOLTAR CAP. 40MG CP 2X7'S,Pharma,2024.0,18962678.71,71435.0,800
ZOLTAR CAP. 40MG CP 2X7'S,Pharma,2025.0,22069486.25,78435.0,704
ZOLTAR INJ. 40MG CP 1X1'S,Pharma,2024.0,53366567.44,204517.0,727
ZOLTAR INJ. 40MG CP 1X1'S,Pharma,2025.0,50667554.01,184762.0,627
